MODIFIER_PATH	MODIFIER_CD	NAME_CHAR	VALTYPE_CD	STD_UNITS	VISIT_IND
\Events\Adverse Events\Abdominal and gastrointestinal infections\Gastric infection\	MDR:10056663	Gastric infection	T		N
\Events\Adverse Events\Peripheral neuropathies NEC\Peripheral sensorimotor neuropathy\	MDR:10056673	Peripheral sensorimotor neuropathy	T		N
\Events\Adverse Events\Ocular nerve and muscle disorders\Gaze palsy\	MDR:10056696	Gaze palsy	T		N
\Events\Adverse Events\Synovial disorders\Tenosynovitis stenosans\	MDR:10056698	Tenosynovitis stenosans	T		N
\Events\Adverse Events\Muscle related signs and symptoms NEC\Muscle mass\	MDR:10056720	Muscle mass	T		N
\Events\Adverse Events\Joint therapeutic procedures\Meniscus removal\	MDR:10056722	Meniscus removal	T		N
\Events\Adverse Events\Dental and gingival therapeutic procedures\Dental care\	MDR:10056723	Dental care	T		N
\Events\Adverse Events\Reproductive tract signs and symptoms NEC\Genital discharge\	MDR:10056740	Genital discharge	T		N
\Events\Adverse Events\Physical examination procedures\Ear, nose and throat examination\	MDR:10056807	Ear, nose and throat examination	T		N
\Events\Adverse Events\Gastrointestinal disorders NEC\Gastric disorder\	MDR:10056819	Gastric disorder	T		N
\Events\Adverse Events\Physical examination procedures\Neurological examination normal\	MDR:10056831	Neurological examination normal	T		N
\Events\Adverse Events\Physical examination procedures\Neurological examination abnormal\	MDR:10056832	Neurological examination abnormal	T		N
\Events\Adverse Events\Physical examination procedures\Ophthalmological examination normal\	MDR:10056835	Ophthalmological examination normal	T		N
\Events\Adverse Events\Physical examination procedures\Apgar score normal\	MDR:10056849	Apgar score normal	T		N
\Events\Adverse Events\Large intestinal stenosis and obstruction\Intestinal prolapse\	MDR:10056990	Intestinal prolapse	T		N
\Events\Adverse Events\Oral soft tissue swelling and oedema\Palatal oedema\	MDR:10056998	Palatal oedema	T		N
\Events\Adverse Events\Pharyngeal disorders (excl infections and neoplasms)\Pharyngeal erythema\	MDR:10057009	Pharyngeal erythema	T		N
\Events\Adverse Events\Feelings and sensations NEC\Temperature intolerance\	MDR:10057040	Temperature intolerance	T		N
\Events\Adverse Events\Eye therapeutic procedures NEC\Eye laser surgery\	MDR:10057105	Eye laser surgery	T		N
\Events\Adverse Events\Haematological analyses NEC\Blast cells present\	MDR:10057107	Blast cells present	T		N
\Events\Adverse Events\Urinary abnormalities\Urine odour abnormal\	MDR:10057135	Urine odour abnormal	T		N
\Events\Adverse Events\Haematological analyses NEC\Blast cells absent\	MDR:10057136	Blast cells absent	T		N
\Events\Adverse Events\Gastrointestinal therapeutic procedures NEC\Intestinal anastomosis\	MDR:10057146	Intestinal anastomosis	T		N
\Events\Adverse Events\Disability issues\	MDR:10057171	Disability issues	T		N
\Events\Adverse Events\Neonatal respiratory distress related conditions\	MDR:10057173	Neonatal respiratory distress related conditions	T		N
\Events\Adverse Events\Mass conditions NEC\	MDR:10057175	Mass conditions NEC	T		N
\Events\Adverse Events\Normal newborn status\	MDR:10057176	Normal newborn status	T		N
\Events\Adverse Events\Osteoarthropathies\	MDR:10057178	Osteoarthropathies	T		N
\Events\Adverse Events\Toxoplasma infections\	MDR:10057179	Toxoplasma infections	T		N
\Events\Adverse Events\Vascular hypotensive disorders\	MDR:10057181	Vascular hypotensive disorders	T		N
\Events\Adverse Events\Orbital infections, inflammations and irritations\Periorbital cellulitis\	MDR:10057182	Periorbital cellulitis	T		N
\Events\Adverse Events\Respiratory tract disorders NEC\	MDR:10057184	Respiratory tract disorders NEC	T		N
\Events\Adverse Events\Nervous system disorders NEC\	MDR:10057185	Nervous system disorders NEC	T		N
\Events\Adverse Events\Site specific vascular disorders NEC\	MDR:10057188	Site specific vascular disorders NEC	T		N
\Events\Adverse Events\Vascular neoplasms\	MDR:10057189	Vascular neoplasms	T		N
\Events\Adverse Events\Respiratory tract infections NEC\	MDR:10057190	Respiratory tract infections NEC	T		N
\Events\Adverse Events\Muscle and soft tissue infections\	MDR:10057192	Muscle and soft tissue infections	T		N
\Events\Adverse Events\Reproductive system and breast injuries\	MDR:10057193	Reproductive system and breast injuries	T		N
\Events\Adverse Events\Administration site reactions NEC\	MDR:10057196	Administration site reactions NEC	T		N
\Events\Adverse Events\Flaviviral infections\	MDR:10057199	Flaviviral infections	T		N
\Events\Adverse Events\Imaging procedures NEC\Optical coherence tomography\	MDR:10057208	Optical coherence tomography	T		N
\Events\Adverse Events\Cervix disorders NEC\Cervix enlargement\	MDR:10057209	Cervix enlargement	T		N
\Events\Adverse Events\Hepatitis viral infections\	MDR:10057212	Hepatitis viral infections	T		N
\Events\Adverse Events\Vaccination related complications\Irritability postvaccinal\	MDR:10057224	Irritability postvaccinal	T		N
\Events\Adverse Events\Psychiatric symptoms NEC\Post concussion syndrome\	MDR:10057230	Post concussion syndrome	T		N
\Events\Adverse Events\Lower respiratory tract inflammatory and immunologic conditions\Lower respiratory tract inflammation\	MDR:10057260	Lower respiratory tract inflammation	T		N
\Events\Adverse Events\White blood cell analyses\T-lymphocyte count increased\	MDR:10057264	T-lymphocyte count increased	T		N
\Events\Adverse Events\Device related complications\Medical device complication\	MDR:10057281	Medical device complication	T		N
\Events\Adverse Events\Uterine therapeutic procedures\Uterine dilation and curettage\	MDR:10057304	Uterine dilation and curettage	T		N
\Events\Adverse Events\Cognitive and attention disorders and disturbances NEC\Daydreaming\	MDR:10057315	Daydreaming	T		N
\Events\Adverse Events\Sensory abnormalities NEC\Loss of proprioception\	MDR:10057332	Loss of proprioception	T		N
\Events\Adverse Events\Parvoviral infections\Parvovirus infection\	MDR:10057343	Parvovirus infection	T		N
\Events\Adverse Events\Cerebrovascular and spinal vascular disorders NEC\Blood brain barrier defect\	MDR:10057361	Blood brain barrier defect	T		N
\Events\Adverse Events\Maladministrations\Underdose\	MDR:10057362	Underdose	T		N
\Events\Adverse Events\Sensory abnormalities NEC\Hypoaesthesia oral\	MDR:10057371	Hypoaesthesia oral	T		N
\Events\Adverse Events\Oral soft tissue pain and paraesthesia\Paraesthesia oral\	MDR:10057372	Paraesthesia oral	T		N
\Events\Adverse Events\Paraesthesias and dysaesthesias\Paraesthesia oral\	MDR:10057372	Paraesthesia oral	T		N
\Events\Adverse Events\Paranasal sinus disorders (excl infections and neoplasms)\Paranasal sinus hypersecretion\	MDR:10057392	Paranasal sinus hypersecretion	T		N
\Events\Adverse Events\Physical examination procedures\Lymph node palpable\	MDR:10057470	Lymph node palpable	T		N
\Events\Adverse Events\Vascular tests NEC (incl blood pressure)\Vascular test normal\	MDR:10057523	Vascular test normal	T		N
\Events\Adverse Events\Bone marrow and immune tissue imaging procedures\Bone marrow myelogram abnormal\	MDR:10057528	Bone marrow myelogram abnormal	T		N
\Events\Adverse Events\Central nervous system imaging procedures\Spinal myelogram\	MDR:10057563	Spinal myelogram	T		N
\Events\Adverse Events\Central nervous system imaging procedures\Spinal myelogram abnormal\	MDR:10057565	Spinal myelogram abnormal	T		N
\Events\Adverse Events\Metabolism tests NEC\Urine ketone body absent\	MDR:10057596	Urine ketone body absent	T		N
\Events\Adverse Events\Metabolism tests NEC\Urine ketone body present\	MDR:10057597	Urine ketone body present	T		N
\Events\Adverse Events\Limb injuries NEC (incl traumatic amputation)\Bursa injury\	MDR:10057602	Bursa injury	T		N
\Events\Adverse Events\Bone therapeutic procedures NEC\Bone debridement\	MDR:10057612	Bone debridement	T		N
\Events\Adverse Events\Muscle and soft tissue infections\Infective tenosynovitis\	MDR:10057619	Infective tenosynovitis	T		N
\Events\Adverse Events\ECG investigations\QRS axis abnormal\	MDR:10057624	QRS axis abnormal	T		N
\Events\Adverse Events\Chronic polyneuropathies\Chronic inflammatory demyelinating polyradiculoneuropathy\	MDR:10057645	Chronic inflammatory demyelinating polyradiculoneuropathy	T		N
\Events\Adverse Events\Breast and nipple neoplasms malignant\Breast cancer female\	MDR:10057654	Breast cancer female	T		N
\Events\Adverse Events\Injection site reactions\Injected limb mobility decreased\	MDR:10057664	Injected limb mobility decreased	T		N
\Events\Adverse Events\Anxiety disorders NEC\Anxiety disorder\	MDR:10057666	Anxiety disorder	T		N
\Events\Adverse Events\Bipolar disorders\Bipolar disorder\	MDR:10057667	Bipolar disorder	T		N
\Events\Adverse Events\Mental impairment (excl dementia and memory loss)\Cognitive disorder\	MDR:10057668	Cognitive disorder	T		N
\Events\Adverse Events\Abdominal injuries NEC\Colon injury\	MDR:10057669	Colon injury	T		N
\Events\Adverse Events\Poisoning and toxicity\Venom poisoning\	MDR:10057680	Venom poisoning	T		N
\Events\Adverse Events\General signs and symptoms NEC\Bloody discharge\	MDR:10057687	Bloody discharge	T		N
\Events\Adverse Events\Haematological analyses NEC\Haematology test normal\	MDR:10057756	Haematology test normal	T		N
\Events\Adverse Events\Non-site specific procedural complications\Procedural complication\	MDR:10057765	Procedural complication	T		N
\Events\Adverse Events\Gastrointestinal and abdominal imaging procedures\Computerised tomogram abdomen abnormal\	MDR:10057798	Computerised tomogram abdomen abnormal	T		N
\Events\Adverse Events\Respiratory tract and thoracic imaging procedures\Computerised tomogram thorax abnormal\	MDR:10057799	Computerised tomogram thorax abnormal	T		N
\Events\Adverse Events\Gastrointestinal and abdominal imaging procedures\Computerised tomogram abdomen normal\	MDR:10057800	Computerised tomogram abdomen normal	T		N
\Events\Adverse Events\Respiratory tract and thoracic imaging procedures\Computerised tomogram thorax normal\	MDR:10057801	Computerised tomogram thorax normal	T		N
\Events\Adverse Events\Depressive disorders\Major depression\	MDR:10057840	Major depression	T		N
\Events\Adverse Events\Toxoplasma infections\Cerebral toxoplasmosis\	MDR:10057854	Cerebral toxoplasmosis	T		N
\Events\Adverse Events\Bacterial upper respiratory tract infections\Pharyngitis bacterial\	MDR:10057869	Pharyngitis bacterial	T		N
\Events\Adverse Events\Injection site reactions\Injection site nodule\	MDR:10057880	Injection site nodule	T		N
\Events\Adverse Events\Cervix therapeutic procedures\Endocervical curettage\	MDR:10057882	Endocervical curettage	T		N
\Events\Adverse Events\Middle ear therapeutic procedures\Ear tube insertion\	MDR:10057900	Ear tube insertion	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Muscle enzyme increased\	MDR:10057945	Muscle enzyme increased	T		N
\Events\Adverse Events\Autoimmunity analyses\Rheumatoid factor increased\	MDR:10057962	Rheumatoid factor increased	T		N
\Events\Adverse Events\Dermatitis ascribed to specific agent\Toxic skin eruption\	MDR:10057970	Toxic skin eruption	T		N
\Events\Adverse Events\Neoplasms benign site unspecified NEC\Infected cyst\	MDR:10058015	Infected cyst	T		N
\Events\Adverse Events\Cell marker procedures\Prostatic specific antigen normal\	MDR:10058022	Prostatic specific antigen normal	T		N
\Events\Adverse Events\Pain and discomfort NEC\Incision site pain\	MDR:10058043	Incision site pain	T		N
\Events\Adverse Events\Non-site specific procedural complications\Post procedural complication\	MDR:10058046	Post procedural complication	T		N
\Events\Adverse Events\Administration site reactions NEC\Administration site pain\	MDR:10058049	Administration site pain	T		N
\Events\Adverse Events\External ear therapeutic procedures\Ear irrigation\	MDR:10058074	Ear irrigation	T		N
\Events\Adverse Events\Staphylococcal infections\Staphylococcal infection\	MDR:10058080	Staphylococcal infection	T		N
\Events\Adverse Events\General signs and symptoms NEC\Multi-organ disorder\	MDR:10058092	Multi-organ disorder	T		N
\Events\Adverse Events\Metabolic disorders NEC\Metabolic disorder\	MDR:10058097	Metabolic disorder	T		N
\Events\Adverse Events\Lipid metabolism and deposit disorders NEC\Dyslipidaemia\	MDR:10058108	Dyslipidaemia	T		N
\Events\Adverse Events\Cartilage disorders\Chondrolysis\	MDR:10058112	Chondrolysis	T		N
\Events\Adverse Events\Maladministrations\Poor quality drug administered\	MDR:10058121	Poor quality drug administered	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Troponin T\	MDR:10058266	Troponin T	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Troponin increased\	MDR:10058267	Troponin increased	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Troponin I increased\	MDR:10058268	Troponin I increased	T		N
\Events\Adverse Events\Skeletal and cardiac muscle analyses\Troponin T increased\	MDR:10058269	Troponin T increased	T		N
\Events\Adverse Events\Allergic conditions NEC\Allergy to arthropod sting\	MDR:10058284	Allergy to arthropod sting	T		N
\Events\Adverse Events\Allergic conditions NEC\Allergy to arthropod bite\	MDR:10058285	Allergy to arthropod bite	T		N
\Events\Adverse Events\Trophic disorders\Dysplasia\	MDR:10058314	Dysplasia	T		N
\Events\Adverse Events\Vascular and lymphatic histopathology procedures\Biopsy artery abnormal\	MDR:10058364	Biopsy artery abnormal	T		N
\Events\Adverse Events\Musculoskeletal and soft tissue histopathology procedures\Biopsy tendon abnormal\	MDR:10058373	Biopsy tendon abnormal	T		N
\Events\Adverse Events\Fascial and bursal therapeutic procedures\Bursal operation\	MDR:10058386	Bursal operation	T		N
\Events\Adverse Events\Skin and subcutaneous tissue viral infections\Herpes zoster multi-dermatomal\	MDR:10058428	Herpes zoster multi-dermatomal	T		N
\Events\Adverse Events\Nervous system infections NEC\Neurocysticercosis\	MDR:10058443	Neurocysticercosis	T		N
\Events\Adverse Events\Abdominal therapeutic procedures NEC\Laparoscopic surgery\	MDR:10058468	Laparoscopic surgery	T		N
\Events\Adverse Events\Cardiac function diagnostic procedures\Cardiac function test normal\	MDR:10058478	Cardiac function test normal	T		N
\Events\Adverse Events\Muscle tone abnormalities\Nuchal rigidity\	MDR:10058483	Nuchal rigidity	T		N
\Events\Adverse Events\Autoimmunity analyses\Anti-platelet antibody negative\	MDR:10058541	Anti-platelet antibody negative	T		N
\Events\Adverse Events\Virus identification and serology\Coxsackie virus serology test positive\	MDR:10058574	Coxsackie virus serology test positive	T		N
\Events\Adverse Events\Virus identification and serology\Enterovirus serology test positive\	MDR:10058576	Enterovirus serology test positive	T		N
\Events\Adverse Events\Cholesterol analyses\Total cholesterol/HDL ratio normal\	MDR:10058634	Total cholesterol/HDL ratio normal	T		N
\Events\Adverse Events\Respiratory tract and thoracic imaging procedures\Nuclear magnetic resonance imaging thoracic abnormal\	MDR:10058639	Nuclear magnetic resonance imaging thoracic abnormal	T		N
\Events\Adverse Events\Laryngeal and adjacent sites disorders NEC (excl infections and neoplasms)\Larynx irritation\	MDR:10058670	Larynx irritation	T		N
\Events\Adverse Events\Reproductive tract infections and inflammations NEC\Pelvic infection\	MDR:10058674	Pelvic infection	T		N
\Events\Adverse Events\Psoriatic conditions\Dermatitis psoriasiform\	MDR:10058675	Dermatitis psoriasiform	T		N
\Events\Adverse Events\Skin vascular conditions NEC\Skin oedema\	MDR:10058679	Skin oedema	T		N
\Events\Adverse Events\Vitamin analyses\Vitamin K increased\	MDR:10058743	Vitamin K increased	T		N
\Events\Adverse Events\Virus identification and serology\HIV antibody\	MDR:10058761	HIV antibody	T		N
\Events\Adverse Events\Vitamin analyses\Nicotinamide\	MDR:10058770	Nicotinamide	T		N
\Events\Adverse Events\Gingival infections\Gingival infection\	MDR:10058802	Gingival infection	T		N
\Events\Adverse Events\Encephalitis nonviral infectious\Encephalitic infection\	MDR:10058805	Encephalitic infection	T		N
\Events\Adverse Events\Skin injuries and mechanical dermatoses\Skin laceration\	MDR:10058818	Skin laceration	T		N
\Events\Adverse Events\Non-site specific injuries NEC\Open wound\	MDR:10058834	Open wound	T		N
\Events\Adverse Events\Intestinal infections\Enteritis infectious\	MDR:10058839	Enteritis infectious	T		N
\Events\Adverse Events\Pelvis and broad ligament disorders NEC\Adnexa uteri pain\	MDR:10058841	Adnexa uteri pain	T		N
\Events\Adverse Events\Reproductive organ and breast imaging procedures\Ultrasound testes\	MDR:10058847	Ultrasound testes	T		N
\Events\Adverse Events\Neisseria infections\Meningococcal bacteraemia\	MDR:10058858	Meningococcal bacteraemia	T		N
\Events\Adverse Events\Sepsis, bacteraemia, viraemia and fungaemia NEC\Viraemia\	MDR:10058874	Viraemia	T		N
\Events\Adverse Events\Pelvis and broad ligament disorders NEC\Adnexa uteri mass\	MDR:10058897	Adnexa uteri mass	T		N
\Events\Adverse Events\Sensory abnormalities NEC\Restless legs syndrome\	MDR:10058920	Restless legs syndrome	T		N
\Events\Adverse Events\Muscle related signs and symptoms NEC\Restless legs syndrome\	MDR:10058920	Restless legs syndrome	T		N
\Events\Adverse Events\Skin injuries and mechanical dermatoses\Injection site scar\	MDR:10059009	Injection site scar	T		N
\Events\Adverse Events\Cardiac conduction disorders\Brugada syndrome\	MDR:10059027	Brugada syndrome	T		N
\Events\Adverse Events\Vaccination site reactions\Vaccination site erythema\	MDR:10059079	Vaccination site erythema	T		N
\Events\Adverse Events\Vaccination site reactions\Vaccination site reaction\	MDR:10059080	Vaccination site reaction	T		N
\Events\Adverse Events\Scleral infections, irritations and inflammations\Scleral hyperaemia\	MDR:10059096	Scleral hyperaemia	T		N
\Events\Adverse Events\Sensory abnormalities NEC\Pallanaesthesia\	MDR:10059097	Pallanaesthesia	T		N
\Events\Adverse Events\Neurologic diagnostic procedures\Vibration test abnormal\	MDR:10059101	Vibration test abnormal	T		N
\Events\Adverse Events\White blood cell analyses\Band neutrophil percentage increased\	MDR:10059129	Band neutrophil percentage increased	T		N
\Events\Adverse Events\White blood cell analyses\Band neutrophil percentage decreased\	MDR:10059130	Band neutrophil percentage decreased	T		N
\Events\Adverse Events\Headaches NEC\Cluster headache\	MDR:10059133	Cluster headache	T		N
\Events\Adverse Events\Gastrointestinal atonic and hypomotility disorders NEC\Infrequent bowel movements\	MDR:10059158	Infrequent bowel movements	T		N
\Events\Adverse Events\Gastrointestinal haemorrhages\Intestinal haemorrhage\	MDR:10059175	Intestinal haemorrhage	T		N
\Events\Adverse Events\Haemorrhages NEC\Haemorrhagic cyst\	MDR:10059189	Haemorrhagic cyst	T		N
\Events\Adverse Events\Liver function analyses\Urobilin urine\	MDR:10059223	Urobilin urine	T		N
\Events\Adverse Events\Nasal congestion and inflammations\Rhinitis hypertrophic\	MDR:10059235	Rhinitis hypertrophic	T		N
\Events\Adverse Events\Non-site specific vascular disorders NEC\Angiopathy\	MDR:10059245	Angiopathy	T		N
\Events\Adverse Events\Family and partner issues\Overfeeding of infant\	MDR:10059260	Overfeeding of infant	T		N
\Events\Adverse Events\Skin and subcutaneous tissue viral infections\Anogenital warts\	MDR:10059313	Anogenital warts	T		N
\Events\Adverse Events\Orbital infections, inflammations and irritations\Parophthalmia\	MDR:10059407	Parophthalmia	T		N
\Events\Adverse Events\Bacteria identification and serology (excl mycobacteria)\Bacterial test positive\	MDR:10059421	Bacterial test positive	T		N
\Events\Adverse Events\Virus identification and serology\Viral test positive\	MDR:10059424	Viral test positive	T		N
\Events\Adverse Events\Colitis (excl infective)\Allergic colitis\	MDR:10059447	Allergic colitis	T		N
\Events\Adverse Events\White blood cell analyses\Eosinophil percentage\	MDR:10059464	Eosinophil percentage	T		N
\Events\Adverse Events\Therapeutic drug monitoring analyses\Anticonvulsant drug level\	MDR:10059466	Anticonvulsant drug level	T		N
\Events\Adverse Events\White blood cell analyses\Neutrophil percentage\	MDR:10059467	Neutrophil percentage	T		N
\Events\Adverse Events\White blood cell analyses\Band neutrophil percentage\	MDR:10059468	Band neutrophil percentage	T		N
\Events\Adverse Events\White blood cell analyses\Basophil percentage\	MDR:10059471	Basophil percentage	T		N
\Events\Adverse Events\White blood cell analyses\Monocyte percentage\	MDR:10059473	Monocyte percentage	T		N
\Events\Adverse Events\White blood cell analyses\Band neutrophil count\	MDR:10059477	Band neutrophil count	T		N
\Events\Adverse Events\White blood cell analyses\White blood cell analysis\	MDR:10059478	White blood cell analysis	T		N
\Events\Adverse Events\Faecal analyses NEC\Stool analysis abnormal\	MDR:10059527	Stool analysis abnormal	T		N
\Events\Adverse Events\Histopathology procedures NEC\Cytology normal\	MDR:10059531	Cytology normal	T		N
\Events\Adverse Events\Musculoskeletal and soft tissue tests NEC\Synovial fluid analysis normal\	MDR:10059535	Synovial fluid analysis normal	T		N
\Events\Adverse Events\Faecal analyses NEC\Stool analysis\	MDR:10059536	Stool analysis	T		N
\Events\Adverse Events\Faecal analyses NEC\Stool analysis normal\	MDR:10059537	Stool analysis normal	T		N
\Events\Adverse Events\Tissue enzyme analyses NEC\Blood alkaline phosphatase increased\	MDR:10059570	Blood alkaline phosphatase increased	T		N
\Events\Adverse Events\Tissue enzyme analyses NEC\Blood alkaline phosphatase abnormal\	MDR:10059571	Blood alkaline phosphatase abnormal	T		N
\Events\Adverse Events\Spinal cord and nerve root disorders NEC\Radicular pain\	MDR:10059604	Radicular pain	T		N
\Events\Adverse Events\Anorectal therapeutic procedures\Haemorrhoid operation\	MDR:10059624	Haemorrhoid operation	T		N
\Events\Adverse Events\Virus identification and serology\Mumps antibody test\	MDR:10059638	Mumps antibody test	T		N
\Events\Adverse Events\Virus identification and serology\Mumps antibody test positive\	MDR:10059644	Mumps antibody test positive	T		N
\Events\Adverse Events\Virus identification and serology\Mumps antibody test negative\	MDR:10059645	Mumps antibody test negative	T		N
\Events\Adverse Events\Microbiology and serology tests NEC\Seroconversion test negative\	MDR:10059647	Seroconversion test negative	T		N
\Events\Adverse Events\Histopathology procedures NEC\Immunohistochemistry\	MDR:10059656	Immunohistochemistry	T		N
\Events\Adverse Events\Histopathology procedures NEC\Blood smear test normal\	MDR:10059664	Blood smear test normal	T		N
\Events\Adverse Events\Histopathology procedures NEC\Blood smear test abnormal\	MDR:10059665	Blood smear test abnormal	T		N
\Events\Adverse Events\Microbiology and serology tests NEC\Seroconversion test\	MDR:10059672	Seroconversion test	T		N
\Events\Adverse Events\High risk pregnancies\	MDR:10059673	High risk pregnancies	T		N
\Events\Adverse Events\Inborn errors of lipid metabolism\	MDR:10059674	Inborn errors of lipid metabolism	T		N
\Events\Adverse Events\Endocrine analyses and imaging NEC\Endocrine test\	MDR:10059689	Endocrine test	T		N
\Events\Adverse Events\Cerebrospinal fluid tests (excl microbiology)\CSF test\	MDR:10059690	CSF test	T		N
\Events\Adverse Events\Imaging procedures NEC\Scan with contrast\	MDR:10059696	Scan with contrast	T		N
\Events\Adverse Events\Endocrine analyses and imaging NEC\Endocrine test normal\	MDR:10059700	Endocrine test normal	T		N
\Events\Adverse Events\Cerebrospinal fluid tests (excl microbiology)\CSF test normal\	MDR:10059702	CSF test normal	T		N
\Events\Adverse Events\Cerebrospinal fluid tests (excl microbiology)\CSF test abnormal\	MDR:10059703	CSF test abnormal	T		N
\Events\Adverse Events\Autoimmunity analyses\Anti-GAD antibody positive\	MDR:10059728	Anti-GAD antibody positive	T		N
\Events\Adverse Events\Autoimmunity analyses\Anti-GAD antibody negative\	MDR:10059730	Anti-GAD antibody negative	T		N
\Events\Adverse Events\Cerebrospinal fluid tests (excl microbiology)\CSF myelin basic protein normal\	MDR:10059752	CSF myelin basic protein normal	T		N
\Events\Adverse Events\Cerebrospinal fluid tests (excl microbiology)\CSF lactate\	MDR:10059772	CSF lactate	T		N
\Events\Adverse Events\Cardiac therapeutic procedures NEC\Cardiac ablation\	MDR:10059864	Cardiac ablation	T		N
\Events\Adverse Events\Chromosome analyses\Cytogenetic analysis\	MDR:10059882	Cytogenetic analysis	T		N
\Events\Adverse Events\Chromosome analyses\Cytogenetic analysis normal\	MDR:10059886	Cytogenetic analysis normal	T		N
\Events\Adverse Events\Urinary tract function analyses NEC\Urine output decreased\	MDR:10059895	Urine output decreased	T		N
\Events\Adverse Events\Renal function analyses\Blood urea nitrogen/creatinine ratio\	MDR:10059899	Blood urea nitrogen/creatinine ratio	T		N
\Events\Adverse Events\White blood cell analyses\Lymphocyte percentage\	MDR:10059905	Lymphocyte percentage	T		N
\Events\Adverse Events\Platelet analyses\Platelet morphology\	MDR:10059906	Platelet morphology	T		N
\Events\Adverse Events\Respiratory and pulmonary function diagnostic procedures\Pulmonary function test\	MDR:10059914	Pulmonary function test	T		N
\Events\Adverse Events\Red blood cell analyses\Red blood cell spherocytes present\	MDR:10059916	Red blood cell spherocytes present	T		N
\Events\Adverse Events\Red blood cell analyses\Reticulocyte percentage normal\	MDR:10059918	Reticulocyte percentage normal	T		N
\Events\Adverse Events\Sensory abnormalities NEC\Pharyngeal hypoaesthesia\	MDR:10059923	Pharyngeal hypoaesthesia	T		N
\Events\Adverse Events\Vitamin analyses\Blood 25-hydroxycholecalciferol\	MDR:10059936	Blood 25-hydroxycholecalciferol	T		N
\Events\Adverse Events\Investigations NEC\Laboratory test\	MDR:10059938	Laboratory test	T		N
\Events\Adverse Events\Red blood cell analyses\Red blood cell poikilocytes present\	MDR:10059947	Red blood cell poikilocytes present	T		N
\Events\Adverse Events\Toxicology laboratory analyses\Blood alcohol\	MDR:10059963	Blood alcohol	T		N
\Events\Adverse Events\Parasite identification and serology\Parasitic blood test negative\	MDR:10059992	Parasitic blood test negative	T		N
\Events\Adverse Events\Chemistry analyses NEC\Histamine level\	MDR:10060029	Histamine level	T		N
\Events\Adverse Events\Physical examination procedures\Head circumference abnormal\	MDR:10060043	Head circumference abnormal	T		N
\Events\Adverse Events\Autoimmunity analyses\Antinuclear antibody positive\	MDR:10060055	Antinuclear antibody positive	T		N
\Events\Adverse Events\Virus identification and serology\Measles antibody\	MDR:10060066	Measles antibody	T		N
\Events\Adverse Events\Immunoglobulin analyses\Light chain analysis increased\	MDR:10060084	Light chain analysis increased	T		N
\Events\Adverse Events\Therapeutic drug monitoring analyses\Analgesic drug level\	MDR:10060090	Analgesic drug level	T		N
\Events\Adverse Events\Toxicology laboratory analyses\Blood mercury abnormal\	MDR:10060093	Blood mercury abnormal	T		N
\Events\Adverse Events\Liver function analyses\Liver function test\	MDR:10060105	Liver function test	T		N
\Events\Adverse Events\Liver function analyses\Liver function test normal\	MDR:10060106	Liver function test normal	T		N
\Events\Adverse Events\Autoimmunity analyses\Antineutrophil cytoplasmic antibody negative\	MDR:10060137	Antineutrophil cytoplasmic antibody negative	T		N
\Events\Adverse Events\Red blood cell analyses\Red blood cell morphology normal\	MDR:10060197	Red blood cell morphology normal	T		N
\Events\Adverse Events\Autoimmunity analyses\Anti-SS-A antibody positive\	MDR:10060276	Anti-SS-A antibody positive	T		N
\Events\Adverse Events\Autoimmunity analyses\Anti-SS-A antibody negative\	MDR:10060277	Anti-SS-A antibody negative	T		N
\Events\Adverse Events\Autoimmunity analyses\Anti-SS-B antibody positive\	MDR:10060281	Anti-SS-B antibody positive	T		N
\Events\Adverse Events\Autoimmunity analyses\Anti-SS-B antibody negative\	MDR:10060282	Anti-SS-B antibody negative	T		N
\Events\Adverse Events\Thyroid analyses\Anti-thyroid antibody positive\	MDR:10060310	Anti-thyroid antibody positive	T		N
\Events\Adverse Events\Thyroid analyses\Anti-thyroid antibody negative\	MDR:10060311	Anti-thyroid antibody negative	T		N
\Events\Adverse Events\Thyroid analyses\Anti-thyroid antibody\	MDR:10060325	Anti-thyroid antibody	T		N
\Events\Adverse Events\Respiratory tract infections NEC\Respiratory tract infection bacterial\	MDR:10060693	Respiratory tract infection bacterial	T		N
\Events\Adverse Events\General signs and symptoms NEC\Induration\	MDR:10060708	Induration	T		N
\Events\Adverse Events\Ovarian neoplasms benign\Haemorrhagic ovarian cyst\	MDR:10060781	Haemorrhagic ovarian cyst	T		N
\Events\Adverse Events\Liver function analyses\Hepatic enzyme increased\	MDR:10060795	Hepatic enzyme increased	T		N
\Events\Adverse Events\Urinalysis NEC\Nitrite urine absent\	MDR:10060799	Nitrite urine absent	T		N
\Events\Adverse Events\General signs and symptoms NEC\Hot flush\	MDR:10060800	Hot flush	T		N
\Events\Adverse Events\Peripheral vascular disorders NEC\Hot flush\	MDR:10060800	Hot flush	T		N
\Events\Adverse Events\Limb injuries NEC (incl traumatic amputation)\Joint injury\	MDR:10060820	Joint injury	T		N
